FID,Reader_ID,twentyfourhours,twentyfourhours.n,LOCATION_LATITUDE,LOCATION_LONGITUDE
79,lamar_rundberg," 65,38,23,20,31,67,159,261,229,193,195,185,221,209,211,240,252,253,262,210,209,158,138,95 ","[0.248091603053435,0.145038167938931,0.0877862595419847,0.0763358778625954,0.118320610687023,0.255725190839695,0.606870229007634,0.99618320610687,0.874045801526718,0.736641221374046,0.744274809160305,0.706106870229008,0.843511450381679,0.797709923664122,0.805343511450382,0.916030534351145,0.961832061068702,0.965648854961832,1,0.801526717557252,0.797709923664122,0.603053435114504,0.526717557251908,0.362595419847328]",30.3631401,-97.6970215
80,lavaca_15th," 31,14,19,13,16,38,82,163,153,136,109,143,154,140,151,138,182,190,167,109,105,66,61,48 ","[0.163157894736842,0.0736842105263158,0.1,0.068421052631579,0.0842105263157895,0.2,0.431578947368421,0.857894736842105,0.805263157894737,0.715789473684211,0.573684210526316,0.752631578947368,0.810526315789474,0.736842105263158,0.794736842105263,0.726315789473684,0.957894736842105,1,0.878947368421053,0.573684210526316,0.552631578947368,0.347368421052632,0.321052631578947,0.252631578947368]",30.2776051,-97.7419281
81,lavaca_5th," 22,27,25,12,21,27,71,118,165,120,108,110,91,124,95,114,124,152,131,84,61,67,65,40 ","[0.133333333333333,0.163636363636364,0.151515151515152,0.0727272727272727,0.127272727272727,0.163636363636364,0.43030303030303,0.715151515151515,1,0.727272727272727,0.654545454545455,0.666666666666667,0.551515151515152,0.751515151515151,0.575757575757576,0.690909090909091,0.751515151515151,0.921212121212121,0.793939393939394,0.509090909090909,0.36969696969697,0.406060606060606,0.393939393939394,0.242424242424242]",30.2677956,-97.7455444
82,lavaca_6th," 27,34,27,17,27,30,81,132,182,111,129,113,118,126,100,125,116,138,112,87,62,62,50,43 ","[0.148351648351648,0.186813186813187,0.148351648351648,0.0934065934065934,0.148351648351648,0.164835164835165,0.445054945054945,0.725274725274725,1,0.60989010989011,0.708791208791209,0.620879120879121,0.648351648351648,0.692307692307692,0.549450549450549,0.686813186813187,0.637362637362637,0.758241758241758,0.615384615384615,0.478021978021978,0.340659340659341,0.340659340659341,0.274725274725275,0.236263736263736]",30.2687168,-97.7452011
83,mlk_guadalupe," 32,16,14,17,12,35,53,85,113,100,93,108,111,126,112,117,126,110,103,79,86,72,56,45 ","[0.253968253968254,0.126984126984127,0.111111111111111,0.134920634920635,0.0952380952380952,0.277777777777778,0.420634920634921,0.674603174603175,0.896825396825397,0.793650793650794,0.738095238095238,0.857142857142857,0.880952380952381,1,0.888888888888889,0.928571428571429,1,0.873015873015873,0.817460317460317,0.626984126984127,0.682539682539683,0.571428571428571,0.444444444444444,0.357142857142857]",30.2817326,-97.7419281
84,mlk_ih35," 34,36,25,23,27,70,100,131,145,109,108,134,128,145,153,163,161,153,128,95,84,76,81,47 ","[0.208588957055215,0.220858895705521,0.153374233128834,0.141104294478528,0.165644171779141,0.429447852760736,0.613496932515337,0.803680981595092,0.889570552147239,0.668711656441718,0.662576687116564,0.822085889570552,0.785276073619632,0.889570552147239,0.938650306748466,1,0.987730061349693,0.938650306748466,0.785276073619632,0.582822085889571,0.515337423312883,0.466257668711656,0.496932515337423,0.288343558282209]",30.2785587,-97.730484
85,mlk_lavaca," 14,14,18,12,8,26,51,88,88,92,68,83,86,75,98,95,102,90,87,58,74,51,46,29 ","[0.137254901960784,0.137254901960784,0.176470588235294,0.117647058823529,0.0784313725490196,0.254901960784314,0.5,0.862745098039216,0.862745098039216,0.901960784313726,0.666666666666667,0.813725490196078,0.843137254901961,0.735294117647059,0.96078431372549,0.931372549019608,1,0.882352941176471,0.852941176470588,0.568627450980392,0.725490196078431,0.5,0.450980392156863,0.284313725490196]",30.2813282,-97.740509
86,mlk_red_river," 11,15,8,10,10,40,77,106,112,83,75,88,97,100,108,120,141,136,99,61,45,51,45,21 ","[0.0780141843971631,0.106382978723404,0.0567375886524823,0.0709219858156028,0.0709219858156028,0.283687943262411,0.546099290780142,0.75177304964539,0.794326241134752,0.588652482269504,0.531914893617021,0.624113475177305,0.687943262411348,0.709219858156028,0.765957446808511,0.851063829787234,1,0.964539007092199,0.702127659574468,0.432624113475177,0.319148936170213,0.361702127659574,0.319148936170213,0.148936170212766]",30.2789745,-97.732193
87,pascal_loop360," 10,7,4,3,10,40,112,203,200,188,185,158,183,196,199,209,250,216,195,143,77,60,48,44 ","[0.04,0.028,0.016,0.012,0.04,0.16,0.448,0.812,0.8,0.752,0.74,0.632,0.732,0.784,0.796,0.836,1,0.864,0.78,0.572,0.308,0.24,0.192,0.176]",30.3154545,-97.8260498
88,red_river_32nd," 9,7,4,3,2,10,21,38,49,59,43,53,65,58,55,74,83,81,66,46,23,25,21,8 ","[0.108433734939759,0.0843373493975904,0.0481927710843374,0.036144578313253,0.0240963855421687,0.120481927710843,0.253012048192771,0.457831325301205,0.590361445783133,0.710843373493976,0.518072289156627,0.63855421686747,0.783132530120482,0.698795180722892,0.662650602409639,0.891566265060241,1,0.975903614457831,0.795180722891566,0.55421686746988,0.27710843373494,0.301204819277108,0.253012048192771,0.0963855421686747]",30.2910519,-97.72715
89,riverside_congress," 1,1,NA,NA,1,NA,1,1,5,2,1,3,7,3,3,3,2,6,10,2,3,3,1,2 ","[0.1,0.1,NA,NA,0.1,NA,0.1,0.1,0.5,0.2,0.1,0.3,0.7,0.3,0.3,0.3,0.2,0.6,1,0.2,0.3,0.3,0.1,0.2]",30.257143,-97.7468719
90,riverside_montopolis," 33,28,9,15,26,56,152,202,161,142,112,128,126,158,141,184,220,210,187,173,141,115,97,68 ","[0.15,0.127272727272727,0.0409090909090909,0.0681818181818182,0.118181818181818,0.254545454545455,0.690909090909091,0.918181818181818,0.731818181818182,0.645454545454546,0.509090909090909,0.581818181818182,0.572727272727273,0.718181818181818,0.640909090909091,0.836363636363636,1,0.954545454545455,0.85,0.786363636363636,0.640909090909091,0.522727272727273,0.440909090909091,0.309090909090909]",30.2249317,-97.7034378
91,riverside_plesant_valley," 34,28,23,16,22,44,82,135,145,128,123,144,144,141,153,146,181,190,181,178,130,132,100,70 ","[0.178947368421053,0.147368421052632,0.121052631578947,0.0842105263157895,0.115789473684211,0.231578947368421,0.431578947368421,0.710526315789474,0.763157894736842,0.673684210526316,0.647368421052632,0.757894736842105,0.757894736842105,0.742105263157895,0.805263157894737,0.768421052631579,0.952631578947368,1,0.952631578947368,0.936842105263158,0.684210526315789,0.694736842105263,0.526315789473684,0.368421052631579]",30.2341137,-97.7228088
92,rm620_boulder_north," 15,13,8,4,6,32,120,188,192,199,163,176,169,164,188,203,246,184,181,131,118,75,64,36 ","[0.0609756097560976,0.0528455284552846,0.032520325203252,0.016260162601626,0.024390243902439,0.130081300813008,0.48780487804878,0.764227642276423,0.780487804878049,0.808943089430894,0.66260162601626,0.715447154471545,0.686991869918699,0.666666666666667,0.764227642276423,0.82520325203252,1,0.747967479674797,0.735772357723577,0.532520325203252,0.479674796747967,0.304878048780488,0.260162601626016,0.146341463414634]",30.4434834,-97.8331299
93,rm620_boulder_south," 18,11,7,5,6,35,122,178,180,161,147,164,151,157,172,180,223,185,180,132,100,78,61,32 ","[0.0807174887892377,0.0493273542600897,0.031390134529148,0.0224215246636771,0.0269058295964126,0.15695067264574,0.547085201793722,0.798206278026906,0.807174887892377,0.721973094170404,0.659192825112108,0.73542600896861,0.677130044843049,0.704035874439462,0.771300448430493,0.807174887892377,1,0.829596412556054,0.807174887892377,0.591928251121076,0.448430493273543,0.349775784753363,0.273542600896861,0.143497757847534]",30.4287834,-97.842659
94,rm620_lake_creek," 12,8,8,11,9,26,70,142,140,135,114,103,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ","[0.0845070422535211,0.0563380281690141,0.0563380281690141,0.0774647887323944,0.0633802816901408,0.183098591549296,0.492957746478873,1,0.985915492957746,0.950704225352113,0.802816901408451,0.725352112676056,0.823943661971831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA]",30.4621582,-97.8160172
95,rm620_wilson_park," 15,11,9,6,3,31,112,166,175,154,138,160,143,154,150,150,189,160,172,110,80,58,47,26 ","[0.0793650793650794,0.0582010582010582,0.0476190476190476,0.0317460317460317,0.0158730158730159,0.164021164021164,0.592592592592593,0.878306878306878,0.925925925925926,0.814814814814815,0.73015873015873,0.846560846560847,0.756613756613757,0.814814814814815,0.793650793650794,0.793650793650794,1,0.846560846560847,0.91005291005291,0.582010582010582,0.423280423280423,0.306878306878307,0.248677248677249,0.137566137566138]",30.416769,-97.8473129
96,rundberg_middle_fiskville," 42,26,15,28,43,58,115,138,107,110,119,122,127,153,134,124,129,130,145,130,108,97,69,56 ","[0.274509803921569,0.169934640522876,0.0980392156862745,0.183006535947712,0.281045751633987,0.379084967320261,0.751633986928105,0.901960784313726,0.699346405228758,0.718954248366013,0.777777777777778,0.797385620915033,0.830065359477124,1,0.875816993464052,0.810457516339869,0.843137254901961,0.849673202614379,0.947712418300654,0.849673202614379,0.705882352941177,0.633986928104575,0.450980392156863,0.366013071895425]",30.3574352,-97.6865082
97,south_1st_barton_spring," 33,14,9,3,9,24,59,123,168,147,103,130,142,145,146,150,184,162,192,125,113,110,96,47 ","[0.171875,0.0729166666666667,0.046875,0.015625,0.046875,0.125,0.307291666666667,0.640625,0.875,0.765625,0.536458333333333,0.677083333333333,0.739583333333333,0.755208333333333,0.760416666666667,0.78125,0.958333333333333,0.84375,1,0.651041666666667,0.588541666666667,0.572916666666667,0.5,0.244791666666667]",30.2583828,-97.7500687
98,south_1st_benwhite," 40,22,27,16,17,56,126,172,198,197,162,200,183,215,204,207,213,182,193,134,133,109,80,75 ","[0.186046511627907,0.102325581395349,0.125581395348837,0.0744186046511628,0.0790697674418605,0.26046511627907,0.586046511627907,0.8,0.92093023255814,0.916279069767442,0.753488372093023,0.930232558139535,0.851162790697674,1,0.948837209302326,0.962790697674419,0.990697674418605,0.846511627906977,0.897674418604651,0.623255813953488,0.618604651162791,0.506976744186047,0.372093023255814,0.348837209302326]",30.226881,-97.7692413
99,south_1st_oltorf," 28,17,13,9,3,29,73,154,165,147,129,144,160,189,178,174,204,174,195,145,133,110,77,61 ","[0.137254901960784,0.0833333333333333,0.0637254901960784,0.0441176470588235,0.0147058823529412,0.142156862745098,0.357843137254902,0.754901960784314,0.808823529411765,0.720588235294118,0.632352941176471,0.705882352941177,0.784313725490196,0.926470588235294,0.872549019607843,0.852941176470588,1,0.852941176470588,0.955882352941177,0.71078431372549,0.651960784313726,0.53921568627451,0.377450980392157,0.299019607843137]",30.2421112,-97.7596207
100,south_1st_slaughter," 29,19,24,10,25,51,132,190,186,167,151,174,168,147,174,191,231,232,249,201,163,106,86,61 ","[0.116465863453815,0.0763052208835341,0.0963855421686747,0.0401606425702811,0.100401606425703,0.204819277108434,0.530120481927711,0.763052208835341,0.746987951807229,0.670682730923695,0.606425702811245,0.698795180722892,0.674698795180723,0.590361445783133,0.698795180722892,0.767068273092369,0.927710843373494,0.931726907630522,1,0.807228915662651,0.654618473895582,0.42570281124498,0.345381526104418,0.244979919678715]",30.1724548,-97.7995529
101,south_1st_st_elmo," 7,2,9,2,4,23,65,76,91,71,58,59,65,59,79,81,86,91,82,52,45,26,25,14 ","[0.0769230769230769,0.021978021978022,0.0989010989010989,0.021978021978022,0.043956043956044,0.252747252747253,0.714285714285714,0.835164835164835,1,0.78021978021978,0.637362637362637,0.648351648351648,0.714285714285714,0.648351648351648,0.868131868131868,0.89010989010989,0.945054945054945,1,0.901098901098901,0.571428571428571,0.494505494505495,0.285714285714286,0.274725274725275,0.153846153846154]",30.2210426,-97.7728806
102,south_1st_wm_cannon," 29,20,22,20,22,48,124,184,171,139,124,174,147,154,150,172,192,202,164,162,117,117,67,56 ","[0.143564356435644,0.099009900990099,0.108910891089109,0.099009900990099,0.108910891089109,0.237623762376238,0.613861386138614,0.910891089108911,0.846534653465347,0.688118811881188,0.613861386138614,0.861386138613861,0.727722772277228,0.762376237623762,0.742574257425743,0.851485148514851,0.95049504950495,1,0.811881188118812,0.801980198019802,0.579207920792079,0.579207920792079,0.331683168316832,0.277227722772277]",30.1970978,-97.7878189
103,springdale_12th," 4,5,5,3,6,14,45,61,53,30,39,47,43,53,63,81,76,91,68,48,51,47,35,11 ","[0.043956043956044,0.0549450549450549,0.0549450549450549,0.032967032967033,0.0659340659340659,0.153846153846154,0.494505494505495,0.67032967032967,0.582417582417582,0.32967032967033,0.428571428571429,0.516483516483517,0.472527472527473,0.582417582417582,0.692307692307692,0.89010989010989,0.835164835164835,1,0.747252747252747,0.527472527472527,0.56043956043956,0.516483516483517,0.384615384615385,0.120879120879121]",30.2789841,-97.6870193
104,springdale_manor," 16,9,11,10,2,23,72,91,95,66,53,67,72,69,80,107,124,123,99,87,96,67,50,35 ","[0.129032258064516,0.0725806451612903,0.0887096774193548,0.0806451612903226,0.0161290322580645,0.185483870967742,0.580645161290323,0.733870967741935,0.766129032258065,0.532258064516129,0.42741935483871,0.540322580645161,0.580645161290323,0.556451612903226,0.645161290322581,0.862903225806452,1,0.991935483870968,0.798387096774194,0.701612903225806,0.774193548387097,0.540322580645161,0.403225806451613,0.282258064516129]",30.3089867,-97.6690598
105,tx71_ross," 34,34,14,18,38,107,252,233,199,211,179,196,194,217,223,205,220,196,223,155,96,108,83,36 ","[0.134920634920635,0.134920634920635,0.0555555555555556,0.0714285714285714,0.150793650793651,0.424603174603175,1,0.924603174603175,0.78968253968254,0.837301587301587,0.71031746031746,0.777777777777778,0.76984126984127,0.861111111111111,0.884920634920635,0.813492063492063,0.873015873015873,0.777777777777778,0.884920634920635,0.615079365079365,0.380952380952381,0.428571428571429,0.329365079365079,0.142857142857143]",30.186287,-97.609533
106,us183_burleson," 30,18,14,20,31,110,247,269,234,176,161,138,167,194,195,217,252,239,248,163,160,116,81,54 ","[0.111524163568773,0.0669144981412639,0.0520446096654275,0.0743494423791822,0.115241635687732,0.408921933085502,0.9182156133829,1,0.869888475836431,0.654275092936803,0.598513011152416,0.513011152416357,0.620817843866171,0.721189591078067,0.724907063197026,0.806691449814126,0.936802973977695,0.888475836431227,0.921933085501859,0.605947955390335,0.594795539033457,0.431226765799257,0.301115241635688,0.200743494423792]",30.1828804,-97.6876297
107,us183_metropolis," 24,19,13,16,35,81,185,200,199,160,144,129,144,167,160,203,255,221,218,140,113,105,68,43 ","[0.0941176470588235,0.0745098039215686,0.0509803921568627,0.0627450980392157,0.137254901960784,0.317647058823529,0.725490196078431,0.784313725490196,0.780392156862745,0.627450980392157,0.564705882352941,0.505882352941176,0.564705882352941,0.654901960784314,0.627450980392157,0.796078431372549,1,0.866666666666667,0.854901960784314,0.549019607843137,0.443137254901961,0.411764705882353,0.266666666666667,0.168627450980392]",30.2099247,-97.6832809
108,us183_vargas," 67,59,31,43,102,159,337,387,338,360,361,331,328,400,351,403,430,389,118,NA,NA,NA,NA,NA ","[0.155813953488372,0.137209302325581,0.072093023255814,0.1,0.237209302325581,0.369767441860465,0.783720930232558,0.9,0.786046511627907,0.837209302325581,0.83953488372093,0.769767441860465,0.762790697674419,0.930232558139535,0.816279069767442,0.937209302325581,1,0.904651162790698,0.274418604651163,NA,NA,NA,NA,NA]",30.2398014,-97.6882172
109,wm_cannon_bluff_springs," 24,21,14,15,41,65,169,175,179,137,125,152,129,160,142,162,168,170,188,174,141,140,95,67 ","[0.127659574468085,0.111702127659574,0.074468085106383,0.0797872340425532,0.218085106382979,0.345744680851064,0.898936170212766,0.930851063829787,0.952127659574468,0.728723404255319,0.664893617021277,0.808510638297872,0.686170212765957,0.851063829787234,0.75531914893617,0.861702127659574,0.893617021276596,0.904255319148936,1,0.925531914893617,0.75,0.74468085106383,0.50531914893617,0.356382978723404]",30.1891956,-97.7678909
